34961.93 127.332
43692.50 119.318
80 47000
9085.10 21.927
36383.97 129.113
45469.07 121.099
80 49000
9477.20 22.261
37958.53 131.784
47435.73 122.880
80 51000
9839.93 22.038
39413.77 132.675
49253.70 123.770
80 53000
10228.27 22.261
40972.53 135.346
51200.80 125.551
80 55000
10597.00 22.261
42447.90 137.127
53044.90 127.332
80 57000
10969.93 22.372
43959.87 138.908
54929.80 128.223
80 59000
11334.40 22.817
45404.40 140.689
56738.80 130.003
80 61000
11714.03 22.817
46942.10 143.360
58656.13 131.784
80 63000
12080.17 22.929
48393.23 145.141
60473.40 132.675
80 65000
12461.20 23.040
49908.13 146.922
62369.33 134.456
80 67000
12818.13 23.263
51331.83 148.703
64149.97 137.127
80 69000
13199.50 23.263
52840.67 150.483
66040.17 138.017
80 71000
13558.00 23.485
54274.33 152.264
67832.33 139.798
80 73000
13925.93 23.708
55732.83 154.045
69658.77 141.579
80 75000
14289.67 23.930
57194.27 155.826
71483.93 143.360
80 77000
14661.93 24.042
58695.50 157.607
73357.43 145.141
80 79000
15014.33 24.264
60104.23 159.388
75118.57 146.922
80 81000
15379.30 24.376
61557.90 162.059
76937.20 148.703
80 83000
15742.53 24.598
63020.97 163.840
78763.50 149.593
80 85000
16119.57 24.710
64494.80 165.621
80614.37 151.374
80 87000
16463.47 25.043
65866.53 167.402
82330.00 152.264
80 89000
16836.47 25.155
67360.30 170.963
84196.77 154.045
80 91000
17191.23 25.377
68767.73 174.525
85958.97 155.826
75 32000
7806.93 21.370
23474.57 116.647
31281.50 101.510
75 34000
8280.27 21.482
24899.43 118.428
33179.70 103.736
75 36000
8765.97 21.482
26353.63 121.099
35119.60 107.297
75 38000
9235.63 21.593
27781.93 123.770
37017.57 109.969
75 40000
9723.00 21.482
29240.67 124.661
38963.67 112.195
75 42000
10196.87 21.593
30649.20 127.332
40846.07 114.866
75 44000
10670.83 21.704
32071.57 130.003
42742.40 117.537
75 46000
11124.47 21.816
33455.80 131.784
44580.27 119.318
75 48000
11604.27 22.038
34896.43 133.565
46500.70 121.099
75 50000
12061.87 22.150
36290.87 136.237
48352.73 122.880
75 52000
12544.43 22.150
37732.30 138.908
50276.73 124.661
75 54000
13002.83 22.372
39110.40 140.689
52113.23 126.442
75 56000
13471.83 22.372
40537.70 143.360
54009.53 127.332
75 58000
13925.13 22.595
41893.47 151.374
55818.60 132.675
75 60000
14390.33 22.706
43305.63 158.497
57695.97 138.017
75 62000
14849.83 22.929
44688.97 151.374
59538.80 133.565
75 64000
15327.37 22.929
46112.90 152.264
61440.27 134.456
75 66000
15773.70 23.151
47455.73 154.045
63229.43 136.237
75 68000
16244.73 23.263
48867.53 191.443
65112.27 151.374
75 70000
16697.20 23.597
50208.00 159.388
66905.20 139.798
75 72000
17166.03 23.597
51624.83 161.169
68790.87 141.579
75 74000
17612.30 23.708
52948.13 208.362
70560.43 156.717
75 76000
18074.00 24.042
54338.53 167.402
72412.53 146.031
75 78000
18521.93 24.264
55701.93 221.718
74223.87 161.169
75 80000
18982.73 24.376
57073.60 176.306
76056.33 149.593
75 82000
19427.83 24.487
58411.30 179.868
77839.13 150.483
75 84000
19891.50 24.821
59795.23 187.882
79686.73 153.155
70 28000
8224.60 21.370
19203.13 111.750
27427.73 96.612
70 30000
8812.27 21.370
20571.23 114.866
29383.50 97.948
70 32000
9377.13 21.482
21898.70 118.428
31275.83 100.174
70 34000
9955.30 21.482
23255.67 121.099
33210.97 102.400
70 36000
10525.40 21.482
24576.70 123.770
35102.10 105.071
70 38000
11105.80 21.593
25939.27 126.442
37045.07 108.633
70 40000
11671.83 21.593
27264.27 128.223
38936.10 110.414
70 42000
12249.47 21.704
28598.07 130.003
40847.53 113.085
70 44000
12806.90 21.816
29903.63 132.675
42710.53 115.757
70 46000
13373.23 21.927
31239.97 135.346
44613.20 118.428
70 48000
13912.53 22.038
32512.77 138.908
46425.30 120.209
70 50000
14479.87 22.150
33855.87 142.470
48335.73 121.990
70 52000
15050.43 22.150
35176.80 145.141
50227.23 123.770
70 54000
15623.23 22.372
36513.67 147.812
52136.90 125.551
70 56000
16168.93 22.483
37792.20 149.593
53961.13 127.332
70 58000
16735.67 22.706
39113.60 153.155
55849.27 129.113
70 60000
17271.10 22.817
40373.13 155.826
57644.23 130.894
70 62000
17791.20 22.817
41592.87 157.607
59384.07 132.675
70 64000
18374.27 23.040
42944.10 161.169
61318.37 134.456
70 66000
18948.40 23.151
44293.50 164.730
63241.90 136.237
70 68000
19476.83 23.263
45518.57 170.963
64995.40 138.908
70 70000
20049.53 23.597
46852.40 176.306
66901.93 140.689
70 72000
20585.53 23.708
48119.27 184.320
68704.80 143.360
70 74000
21151.00 23.930
49429.47 188.772
70580.47 144.250
70 76000
21687.73 24.042
50682.47 196.786
72370.20 146.922
70 78000
22236.90 24.153
51981.40 202.129
74218.30 148.703
65 25000
8570.80 21.370
15955.10 108.188
24525.90 94.831
65 27000
9250.47 21.482
17211.90 112.195
26462.37 95.722
65 29000
9927.53 21.259
18462.90 115.757
28390.43 96.612
65 31000
10601.23 21.370
19714.87 120.209
30316.10 97.948
65 33000
11259.90 21.482
20935.93 121.990
32195.83 99.283
65 35000
11946.43 21.482
22196.07 125.551
34142.50 101.955
65 37000
12606.03 21.593
23426.93 128.223
36032.97 104.181
65 39000
13286.57 21.704
24692.23 130.894
37978.80 107.297
65 41000
13951.50 21.593
25914.30 133.565
39865.80 109.969
65 43000
14622.67 21.704
27161.33 138.017
41784.00 113.085
65 45000
15274.43 21.927
28375.10 140.689
43649.53 115.757
65 47000
15932.43 22.038
29613.00 164.730
45545.43 125.551
65 49000
16580.27 22.150
30827.30 149.593
47407.57 121.099
65 51000
17213.63 22.261
31995.17 150.483
49208.80 121.990
65 53000
17882.57 22.372
33235.30 154.045
51117.87 123.770
65 55000
18559.43 22.483
34490.07 157.607
53049.50 126.442
65 57000
19193.37 22.595
35671.87 219.047
54865.23 138.908
65 59000
19856.43 22.817
36895.60 165.621
56752.03 130.003
65 61000
20493.50 23.040
38087.90 236.856
58581.40 144.250
65 63000
21158.27 23.040
39329.43 182.539
60487.70 133.565
65 65000
21787.07 23.263
40487.43 189.663
62274.50 135.346
65 67000
22435.20 23.485
41688.60 268.911
64123.80 153.155
65 69000
23068.97 23.597
42870.93 209.252
65939.90 139.798
65 71000
23720.03 23.819
44090.57 219.047
67810.60 143.360
65 73000
24332.80 24.042
45225.60 229.732
69558.40 146.031
60 22000
8640.13 21.593
12993.90 103.736
21634.03 93.941
60 24000
9411.40 21.593
14145.10 109.523
23556.50 94.386
60 26000
10180.87 21.704
15305.93 113.976
25486.80 94.831
60 28000
10957.87 21.370
16465.63 117.537
27423.50 95.722
60 30000
11738.10 21.593
17629.23 121.990
29367.33 96.612
60 32000
12495.07 21.370
18766.57 124.661
31261.63 97.057
60 34000
13264.13 21.482
19928.13 128.223
33192.27 98.838
60 36000
14024.73 21.593
21065.10 130.003
35089.83 100.619
60 38000
14796.83 21.482
22226.17 134.456
37023.00 103.290
60 40000
15545.47 21.816
23351.07 137.127
38896.53 105.962
60 42000
16319.23 21.927
24491.97 142.470
40811.20 109.078
60 44000
17073.20 21.927
25625.53 146.031
42698.73 112.195
60 46000
17831.93 22.038
26776.43 150.483
44608.37 114.866
60 48000
18567.23 22.261
27894.60 154.045
46461.83 117.537
60 50000
19327.07 22.150
29040.00 158.497
48367.07 120.209
60 52000
20073.20 22.261
30164.07 163.840
50237.27 121.990
60 54000
20836.83 22.372
31305.73 169.183
52142.57 123.770
60 56000
21561.23 22.595
32398.77 179.868
53960.00 125.551
60 58000
22312.40 22.706
33521.80 188.772
55834.20 127.332
60 60000
23028.03 22.929
34599.53 203.019
57627.57 130.003
60 62000
23800.40 23.040
35762.00 216.376
59562.40 132.675
60 64000
24539.10 23.151
36867.30 226.170
61406.40 134.456
60 66000
25279.33 23.374
37983.23 233.294
63262.57 137.127
60 68000
25997.13 23.597
39063.33 245.760
65060.47 138.908
60 70000
26740.07 23.708
40176.40 260.007
66916.47 142.470
55 20000
8836.30 21.593
10842.87 102.400
19679.17 93.496
55 22000
9717.00 21.482
11923.70 106.852
21640.70 93.941
55 24000
10586.83 21.593
12982.73 112.640
23569.57 93.941
55 26000
11465.83 21.370
14057.03 117.537
25522.87 94.386
55 28000
12315.40 21.370
15101.90 121.990
27417.30 94.831
55 30000
13194.77 21.482
16170.47 124.661
29365.23 95.722
55 32000
14048.37 21.370
17220.27 129.113
31268.63 96.612
55 34000
14921.67 21.593
18291.10 131.784
33212.77 97.503
55 36000
15767.43 21.593
19327.97 137.127
35095.40 99.283
55 38000
16644.70 21.704
20401.03 141.579
37045.73 101.064
55 40000
17492.73 21.704
21435.23 146.031
38927.97 103.736
55 42000
18367.33 21.816
22489.20 150.483
40856.53 106.852
55 44000
19206.23 21.816
23518.27 206.581
42724.50 119.318
55 46000
20057.57 21.927
24570.23 159.388
44627.80 112.640
55 48000
20872.37 22.150
25583.60 167.402
46455.97 115.757
55 50000
21735.70 22.150
26643.97 177.197
48379.67 117.537
55 52000
22561.97 22.372
27656.70 189.663
50218.67 121.099
55 54000
23421.83 22.483
28708.70 268.911
52130.53 131.784
55 56000
24225.67 22.595
29697.07 279.597
53922.73 134.456
55 58000
25093.10 22.706
30751.73 227.061
55844.83 126.442
55 60000
25922.40 22.929
31772.13 240.417
57694.53 129.113
55 62000
26767.00 23.040
32805.13 252.883
59572.13 131.784
55 64000
27589.10 23.151
33806.80 300.967
61395.90 146.031
55 66000
28431.30 23.374
34843.50 272.473
63274.80 136.237
50 19000
9322.93 21.370
9366.27 101.955
18689.20 93.496
50 21000
10309.57 21.593
10351.23 108.188
20660.80 93.496
50 23000
11257.30 21.482
11305.63 114.866
22562.93 93.941
50 25000
12254.40 21.370
12295.73 119.318
24550.13 93.941
50 27000
13211.40 21.593
13248.87 123.770
26460.27 94.386
50 29000
14190.00 21.593
14220.03 127.332
28410.03 94.831
50 31000
15139.80 21.482
15177.27 131.784
30317.07 95.277
50 33000
16106.80 21.593
16146.80 138.908
32253.60 96.612
50 35000
17055.17 21.593
17090.63 143.360
34145.80 97.503
50 37000
18015.23 21.482
18064.47 147.812
36079.70 98.393
50 39000
18957.37 21.816
19005.87 153.155
37963.23 100.619
50 41000
19937.00 21.816
19965.33 157.607
39902.33 102.845
50 43000
20858.53 21.927
20890.67 163.840
41749.20 105.962
50 45000
21811.50 22.150
21859.17 174.525
43670.67 109.078
50 47000
22723.60 22.150
22782.47 196.786
45506.07 112.640
50 49000
23681.83 22.261
23755.70 199.457
47437.53 114.866
50 51000
24612.40 22.372
24686.17 218.157
49298.57 117.537
50 53000
25559.97 22.372
25645.73 229.732
51205.70 119.318
50 55000
26475.93 22.595
26563.17 243.979
53039.10 122.880
50 57000
27424.60 22.706
27510.50 254.664
54935.10 124.661
50 59000
28316.60 22.817
28400.30 267.130
56716.90 126.442
50 61000
29269.60 23.151
29353.10 277.816
58622.70 130.003
45 17000
9194.33 21.593
7558.17 98.393
16752.50 93.050
45 19000
10265.80 21.704
8431.10 103.290
18696.90 93.050
45 21000
11340.23 21.704
9309.50 110.414
20649.73 93.050
45 23000
12410.27 21.593
10193.47 116.647
22603.73 93.496
45 25000
13472.43 21.704
11055.90 121.099
24528.33 93.496
45 27000
14546.73 21.593
11927.97 126.442
26474.70 93.941
45 29000
15598.17 21.593
12791.10 130.003
28389.27 94.386
45 31000
16657.37 21.593
13661.87 136.237
30319.23 94.831
45 33000
17678.83 21.816
14503.47 142.470
32182.30 95.277
45 35000
18735.17 21.816
15367.27 148.703
34102.43 95.722
45 37000
19778.13 21.816
16231.07 156.717
36009.20 96.612
45 39000
20851.97 21.927
17112.03 162.950
37964.00 97.057
45 41000
21897.40 21.927
17949.27 177.197
39846.67 98.838
45 43000
22957.67 22.038
18816.33 193.224
41774.00 100.619
45 45000
23959.63 22.150
19650.10 212.814
43609.73 103.736
45 47000
25013.10 22.150
20524.13 219.047
45537.23 105.517
45 49000
26035.00 22.372
21367.10 243.979
47402.10 110.414
45 51000
27060.60 22.372
22203.83 299.186
49264.43 121.990
45 53000
28083.67 22.595
23052.03 270.692
51135.70 116.647
45 55000
29146.73 22.706
23920.00 276.035
53066.73 117.537
45 57000
30150.30 22.817
24740.27 281.377
54890.57 121.099
45 59000
31184.93 22.929
25588.03 372.202
56772.97 130.894
40 16000
9446.10 21.593
6327.10 112.640
15773.20 93.050
40 18000
10626.67 21.593
7115.40 100.619
17742.07 92.605
40 20000
11787.10 21.593
7884.00 107.743
19671.10 93.050
40 22000
12964.97 21.482
8676.77 113.976
21641.73 93.050
40 24000
14121.03 21.482
9440.17 144.250
23561.20 93.496
40 26000
15298.30 21.482
10216.23 126.442
25514.53 93.496
40 28000
16435.33 21.704
10977.13 132.675
27412.47 93.496
40 30000
17615.57 21.704
11758.43 138.017
29374.00 93.496
40 32000
18749.13 21.704
12512.77 146.031
31261.90 93.941
40 34000
19910.87 21.704
13290.13 154.936
33201.00 94.386
40 36000
21028.87 21.816
14042.00 159.388
35070.87 94.831
40 38000
22203.60 21.927
14822.20 178.977
37025.80 95.722
40 40000
23353.83 21.927
15582.90 187.882
38936.73 95.722
40 42000
24487.23 21.927
16324.50 207.471
40811.73 96.167
40 44000
25631.00 22.038
17097.30 227.061
42728.30 97.057
40 46000
26764.07 22.038
17868.43 247.541
44632.50 98.393
40 48000
27848.17 22.261
18597.00 258.226
46445.17 100.174
40 50000
29023.33 22.483
19381.93 276.035
48405.27 104.181
40 52000
30124.67 22.483
20120.10 277.816
50244.77 104.181
40 54000
31285.77 22.595
20892.50 286.720
52178.27 108.188
35 15000
9618.43 21.704
5187.83 96.612
14806.27 92.605
35 17000
10880.47 21.482
5881.63 98.393
16762.10 92.605
35 19000
12140.23 21.704
6551.97 105.071
18692.20 92.605
35 21000
13424.87 21.593
7239.10 114.866
20663.97 92.605
35 23000
14678.83 21.593
7919.83 121.099
22598.67 92.605
35 25000
15953.63 21.593
8600.70 125.551
24554.33 92.605
35 27000
17195.47 21.704
9259.90 133.565
26455.37 93.050
35 29000
18468.40 21.593
9941.63 139.798
28410.03 93.050
35 31000
19704.20 21.704
10611.63 150.483
30315.83 93.496
35 33000
20956.73 21.704
11289.17 156.717
32245.90 93.496
35 35000
22185.43 21.816
11947.50 174.525
34132.93 93.941
35 37000
23445.77 21.927
12631.77 195.896
36077.53 93.941
35 39000
24686.03 21.927
13295.47 207.471
37981.50 94.386
35 41000
25951.13 21.927
13962.20 229.732
39913.33 94.831
35 43000
27171.03 22.038
14617.60 245.760
41788.63 95.277
35 45000
28396.57 22.150
15291.57 268.911
43688.13 95.722
35 47000
29585.90 22.261
15941.03 272.473
45526.93 96.167
35 49000
30841.33 22.372
16622.13 283.158
47463.47 97.057
35 51000
32024.50 22.483
17260.83 288.501
49285.33 97.948
30 14000
9673.30 21.816
4158.87 96.167
13832.17 92.160
30 16000
11033.10 21.704
4747.40 97.503
15780.50 92.160
30 18000
12406.40 21.593
5337.27 102.400
17743.67 92.160
30 20000
13766.20 21.704
5915.93 111.750
19682.13 92.160
30 22000
15137.83 21.593
6510.57 119.318
21648.40 92.160
30 24000
16487.33 21.704
7085.30 127.332
23572.63 92.605
30 26000
17856.87 21.593
7665.20 162.059
25522.07 92.605
30 28000
19175.77 21.704
8232.33 152.264
27408.10 92.605
30 30000
20561.37 21.704
8822.63 152.264
29384.00 92.605
30 32000
21890.07 21.927
9391.87 164.730
31281.93 93.050
30 34000
23238.80 21.816
9973.87 258.226
33212.67 93.496
30 36000
24558.47 21.927
10544.00 260.007
35102.47 93.496
30 38000
25920.93 21.927
11127.20 242.198
37048.13 93.496
30 40000
27249.47 22.038
11689.60 247.541
38939.07 93.496
30 42000
28517.23 22.038
12221.37 263.569
40738.60 93.941
30 44000
29901.53 22.261
12817.57 276.035
42719.10 94.386
30 46000
31245.07 22.261
13402.07 359.736
44647.13 95.277
30 48000
32520.10 22.372
13953.33 292.063
46473.43 94.831
25 13000
9633.53 21.927
3212.00 95.722
12845.53 91.715
25 15000
11103.93 21.704
3705.93 96.612
14809.87 91.715
25 17000
12567.23 21.816
4201.80 100.174
16769.03 91.715
25 19000
14015.83 21.927
4679.13 114.866
18694.97 92.160
25 21000
15494.97 21.704
5169.70 118.428
20664.67 91.715
25 23000
16939.03 21.704
5655.13 125.551
22594.17 92.160
25 25000
18414.13 21.704
6142.00 134.456
24556.13 92.160
25 27000
19854.43 21.816
6621.17 143.360
26475.60 92.160
25 29000
21312.83 21.816
7108.00 160.278
28420.83 92.160
25 31000
22716.37 21.927
7579.23 168.292
30295.60 92.160
25 33000
24184.47 22.038
8066.87 200.348
32251.33 92.160
25 35000
25609.53 22.038
8539.30 212.814
34148.83 92.605
25 37000
27065.20 22.150
9027.40 243.979
36092.60 92.605
25 39000
28473.67 22.150
9495.67 261.788
37969.33 92.605
25 41000
29943.03 22.150
9975.37 270.692
39918.40 93.050
25 43000
31336.33 22.261
10440.37 281.377
41776.70 93.050
25 45000
32767.67 22.372
10924.00 290.282
43691.67 93.496
25 47000
34139.70 22.483
11386.87 297.405
45526.57 93.496
20 12000
9486.20 21.704
2367.90 95.277
11854.10 91.270
20 14000
11034.07 21.927
2760.57 96.612
13794.63 91.270
20 16000
12625.60 21.704
3164.00 97.503
15789.60 91.270
20 18000
14183.73 21.816
3549.90 104.626
17733.63 91.270
20 20000
15751.93 21.816
3934.53 117.537
19686.47 91.270
20 22000
17303.87 21.816
4328.00 122.880
21631.87 91.270
20 24000
18868.77 21.816
4712.97 136.237
23581.73 91.270
20 26000
20411.10 21.927
5092.57 146.922
25503.67 91.270
20 28000
21958.20 21.816
5486.00 162.950
27444.20 91.715
20 30000
23495.83 22.038
5868.33 191.443
29364.17 91.715
20 32000
25042.43 22.038
6255.40 208.362
31297.83 91.715
20 34000
26549.03 22.038
6630.40 231.513
33179.43 91.715
20 36000
28117.97 22.150
7022.50 254.664
35140.47 91.715
20 38000
29634.53 22.150
7405.63 272.473
37040.17 92.160
20 40000
31165.97 22.150
7787.70 277.816
38953.67 92.160
20 42000
32690.67 22.372
8159.40 292.063
40850.07 92.160
20 44000
34227.20 22.372
8545.93 299.186
42773.13 92.160
15 12000
10079.27 21.927
1775.47 95.722
11854.73 89.934
15 14000
11750.60 21.816
2076.57 96.612
13827.17 89.934
15 16000
13406.37 21.816
2373.10 97.948
15779.47 89.934
15 18000
15086.03 21.816
2668.03 101.955
17754.07 89.934
15 20000
16731.93 21.816
2951.87 153.155
19683.80 90.379
15 22000
18404.80 21.927
3248.97 137.127
21653.77 90.379
15 24000
20045.40 21.927
3535.03 138.908
23580.43 90.379
15 26000
21707.80 21.927
3819.63 161.169
25527.43 90.379
15 28000
23326.17 22.038
4108.17 254.664
27434.33 90.379
15 30000
24991.10 22.038
4401.83 277.816
29392.93 90.824
15 32000
26611.23 22.150
4687.03 231.513
31298.27 90.379
15 34000
28249.07 22.150
4973.70 256.445
33222.77 90.824
15 36000
29866.03 22.261
5259.07 276.035
35125.10 90.824
15 38000
31516.77 22.261
5554.53 340.146
37071.30 91.270
15 40000
33093.73 22.483
5830.73 292.063
38924.47 90.824
10 11000
9792.87 21.816
1083.43 95.722
10876.30 77.913
10 13000
11561.47 21.927
1283.27 96.612
12844.73 77.913
10 15000
13327.03 21.704
1483.07 97.057
14810.10 77.913
10 17000
15083.73 21.927
1682.33 104.626
16766.07 77.913
10 19000
16843.87 21.816
1871.93 115.757
18715.80 77.913
10 21000
18601.07 21.927
2063.53 131.784
20664.60 77.913
10 23000
20362.60 22.038
2260.60 146.031
22623.20 77.913
10 25000
22101.60 22.038
2450.97 149.593
24552.57 78.358
10 27000
23860.10 22.150
2642.03 193.224
26502.13 78.358
10 29000
25579.97 22.150
2835.93 219.937
28415.90 78.358
10 31000
27336.13 22.261
3028.33 256.445
30364.47 78.803
10 33000
29044.47 22.261
3216.70 268.911
32261.17 78.803
10 35000
30787.60 22.372
3404.43 279.597
34192.03 78.803
10 37000
32493.20 22.483
3596.10 286.720
36089.30 79.249
10 39000
34233.10 22.483
3793.83 299.186
38026.93 79.249
5 10000
9399.20 22.038
497.90 95.722
9897.10 68.118
5 12000
11266.93 21.816
595.83 96.612
11862.77 64.557
5 14000
13133.33 21.927
694.23 97.057
13827.57 64.111
5 16000
15005.07 21.927
793.93 98.393
15799.00 65.447
5 18000
16850.17 22.038
889.07 109.969
17739.23 66.783
5 20000
18711.83 22.038
983.13 132.675
19694.97 59.659
5 22000
20566.30 22.150
1079.97 138.017
21646.27 60.995
5 24000
22416.80 22.038
1175.23 162.059
23592.03 65.002
5 26000
24257.27 22.150
1269.53 205.690
25526.80 63.666
5 28000
26100.87 22.150
1369.07 240.417
27469.93 73.461
5 30000
27931.43 22.261
1463.80 242.198
29395.23 72.125
5 32000
29752.17 22.372
1558.37 274.254
31310.53 73.906
5 34000
31571.70 22.483
1649.40 276.035
33221.10 73.906
5 36000
33406.33 22.595
1746.23 290.282
35152.57 73.906
0 10000
9895.07 21.927
0.00 
9895.07 21.927
0 12000
11866.70 21.816
0.00 
11866.70 21.816
0 14000
13832.93 21.816
0.00 
13832.93 21.816
0 16000
15799.83 21.816
0.00 
15799.83 21.816
0 18000
17748.97 22.038
0.00 
17748.97 22.038
0 20000
19686.50 22.038
0.00 
19686.50 22.038
0 22000
21650.77 22.261
0.00 
21650.77 22.261
0 24000
23595.17 22.150
0.00 
23595.17 22.150
0 26000
25533.83 22.372
0.00 
25533.83 22.372
0 28000
27468.40 22.372
0.00 
27468.40 22.372
0 30000
29383.40 22.483
0.00 
29383.40 22.483
0 32000
31320.37 22.483
0.00 
31320.37 22.483
0 34000
33219.80 22.706
0.00 
33219.80 22.706
